title,date_posted,company,company_rating,salary,salary_type,job_type,degree_type,remote,remote_type,city,region,city_lat,city_lng,data_tools,hard_skills,soft_skills
data and systems analyst,04-02-2023,Beyond Bank Australia,4.0,,,"Parttime, Permanent",,False,,Sydney,New South Wales,-33.865,151.2094,"power bi,excel",analytics,"collaboration,leadership,organisation,motivated,communication,planning,flexible,energetic,interpersonal communication,reporting"
data analyst,03-02-2023,University of New South Wales,4.2,100030.0,year,Fulltime,,True,Hybrid,Sydney,New South Wales,-33.865,151.2094,"sql,python,azure,cloud",forecasting,"data analysis,respectful,business intelligence,organisation,it,management,planning,analysis,flexible"
data strategy and transformation,05-02-2023,EY,3.9,,,,,True,Hybrid,Sydney,New South Wales,-33.865,151.2094,,analytics,"it,organisation"
reporting data analyst,07-02-2023,Mecca Brands Pty Ltd,4.1,,,Fulltime,,False,,Victoria,,,,sql,recommendations,"data analysis,innovative,motivated,analysis,reporting"
software engineer  data  analytics microsoft,,Revenite Pty Ltd,,120000.0,year,Fulltime,,True,Fully,Richmond,Victoria,-33.5983,150.7511,"cloud,power bi,azure","machine learning,analytics","mentoring,business intelligence,management,organisational,data management"
data analyst,04-02-2023,QBE,3.6,,,Fulltime,Masters,True,Fully,Sydney,New South Wales,-33.865,151.2094,"sql,power bi,sas,excel",analytics,"data analysis,it,communication,management,resilience,risk management,coaching,analysis,verbal communication,flexible,reporting"
senior data scientist,31-01-2023,NSW Government -Planning,,122136.0,year,Fulltime,,False,,New South Wales,,,,sql,"analytics,ai","training,organisation,planning,analysis,decision making,flexible"
data analytics specialist  sql developer,01-02-2023,LJM InfoTech Pty Ltd.,,,,,,False,,Sydney,New South Wales,-33.865,151.2094,"sql,power bi,google analytics,cloud","etl,analytics","it,communication,business intelligence"
data analyst,02-02-2023,Mott MacDonald,3.9,,,"Fulltime, Permanent",,False,,Victoria,,,,"power bi,sql,python,azure","etl,analytics","independent,innovative,organisation,it,management,planning,leadership,reporting"
data scientist,02-02-2023,Annalect,,,,"Fulltime, Permanent",,False,,Sydney,New South Wales,-33.865,151.2094,"r,python","research,classification,regression,analytics,segmentation,bayesian,machine learning","research,training,communication"
data and reporting manager,04-02-2023,"Palladium Group, Inc.",,,,"Contract, Seasonal",,False,,,,,,,"research,classification","research,training,it,communication,management,creativity,organisational,data entry,data management,flexible,reporting"
data analytics  visualization instructor  university of western australia remote,07-02-2023,edX Boot Camps,,,,Parttime,,True,Fully,Perth,Western Australia,,,"hadoop,python,mysql,javascript,pandas,numpy","visualization,analytics,machine learning","training,innovative,empathetic,business intelligence"
product data business analys,01-02-2023,Coles Group,3.8,,,Fulltime,,True,Temporarily,Hawthorn East,Victoria,,,"sql,power bi,excel,powerpoint",,"it,presenting,literacy,communication,management,data management,flexible"
data analyst,31-01-2023,Digitalent,,105000.0,year,"Contract, Permanent",,False,,,,,,"sql,azure,salesforce,tableau,excel","forecasting,analytics","data analysis,project management,management,analysis,verbal communication,data management,reporting"
analyst data quality,03-02-2023,Torrens University Australia,3.1,,,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,"sql,power bi",visualization,"collaboration,training,troubleshooting,innovative,business intelligence,writing,organisation,management,data management,flexible,coordination,reporting"
data and performance analyst,02-02-2023,Queensland Health,3.7,,,Fixed term,,False,,Townsville,Queensland,-19.2564,146.8183,,,"data analysis,it,organisation,management,organisational,analysis,coordination,reporting"
data analyst  transformation,04-02-2023,Crown Perth,4.0,,,Fulltime,,False,,,,,,excel,cleansing,"analytical,data analysis,it,team player,motivated,communication,customer service,critical thinking,analysis,flexible,reporting"
big data analystsprogrammers,07-02-2023,Opasa Pty Ltd,,100000.0,year,Fulltime,,True,Fully,Carlton,Victoria,,,"hadoop,python,hive,kafka,spark,hbase","cluster,tuning","time management,it,management,planning,administration"
data information systems specialist,07-02-2023,Australian National University,4.2,110981.5,year,Fulltime,,False,,Canberra,Australian Capital Territory,-35.2931,149.1269,"linux,python,php","research,classification","research,it,organisation,communication,management,data management,reporting"
data scientist,02-02-2023,XPT Software Australia PTY Ltd,,,,"Contract, Fixed term",,False,,Perth,Western Australia,,,python,"dimensionality reduction,data mining,statistics,recommendations,machine learning","analytical,it,consulting,communication,management,critical thinking,analysis,presentation"
immediately looking for data engineer,,wedlock,,900.0,day,Fulltime,,False,,Melbourne,Victoria,-37.8136,144.9631,,,planning
junior data analyst hrpeople,02-02-2023,Mayday Recruitment,,45.0,hour,Fixed term,,False,,Sydney,New South Wales,-33.865,151.2094,,analytics,"training,it,administration,attention to detail,relationship building,reporting"
junior data scientist  payroll,04-02-2023,fibreHR,,,,,,False,,Hawthorn East,Victoria,,,"julia,python","cleansing,forecasting,ai,recommendations,analytics,machine learning","maths,innovative,consulting,attention to detail,data entry,reporting"
data scientist,02-02-2023,Attribute Consulting,5.0,,,Fulltime,,True,Fully,,,,,"sql,python,gcp,cloud","machine learning,probability,cleansing","creativity,attention to detail,business acumen,analysis"
data engineer,01-02-2023,Bupa,3.3,,,Fulltime,,True,Fully,Melbourne,Victoria,-37.8136,144.9631,"python,sql,azure,cloud,sas","recommendations,analytics","training,analytical,it,management,resilience,data management,flexible"
databusiness intelligence analyst,03-02-2023,University of Wollongong,4.3,93033.5,year,Fulltime,,False,,Wollongong,New South Wales,-34.4331,150.8831,,,"training,reporting,management,business intelligence"
data entry officer payroll,03-02-2023,NSW Government,,325.0,day,"Fulltime, Contract",,True,Hybrid,Sydney,New South Wales,-33.865,151.2094,,,"written communication,organisation,communication,management,attention to detail,data entry"
research data specialist  web developer,31-01-2023,University of Melbourne,4.3,120568.0,year,Fulltime,Masters,False,,Parkville,Victoria,,,"python,javascript,django,flask","research,pipeline,bioinformatics,analytics","research,collaboration,networking,it,communication,management,data entry,analysis,presentation,verbal communication,flexible,leadership"
technical business analyst  data  analytics,02-02-2023,EY,3.9,,,Fulltime,Masters,False,,Sydney,New South Wales,-33.865,151.2094,cloud,"blockchain,analytics,ai","training,data analysis,business intelligence,it,consulting,communication,management,stakeholder management,data management,analysis,presentation,relationship building,flexible,verbal communication"
analyst performance and data analytics,03-02-2023,Commonwealth Superannuation Corporation (CSC),,,,"Fulltime, Permanent",,False,,Canberra,Australian Capital Territory,-35.2931,149.1269,"sql,power bi,tableau,excel",etl,"analytical,it,communication,management,attention to detail,organisational,data management,reporting"
aps6 data engineeranalyst,31-01-2023,Comcare,3.2,,,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,cloud,"etl,analytics","communication,management,business analysis,analysis,leadership"
data analysttester,03-02-2023,Health System Support Group,,146800.0,year,"Fulltime, Fixed term",Bachelors,False,,St Leonards,New South Wales,,,"sql,excel,sql server","statistics,classification","negotiation,it,communication,administration,reporting"
administrationdata entry,03-02-2023,Studco Building Systems,3.4,,,Fulltime,,False,,Croydon,Victoria,,,,,"training,written communication,communication,management,customer service,verbal communication"
data strategy manager,02-02-2023,BlueScope,3.7,,,Fulltime,,False,,Melbourne,Victoria,-37.8136,144.9631,"net,cloud",analytics,"innovative,organisation,team player,resilience,decision making"
data and reporting analyst,04-02-2023,News Corp Australia,3.7,,,,,False,,Sydney,New South Wales,-33.865,151.2094,"python,sql,r,bigquery,tableau","dashboard,recommendations,analytics","business intelligence,literacy,writing,it,organisation,attention to detail,analysis,reporting"
data entry officer payroll,03-02-2023,Charterhouse,3.8,325.0,day,Contract,,True,Hybrid,Sydney,New South Wales,-33.865,151.2094,,cleansing,"written communication,organisation,communication,management,attention to detail,data entry"
data  performance specialis,03-02-2023,Transport For NSW,3.7,130877.0,year,"Fulltime, Permanent",,True,Fully,Sydney,New South Wales,-33.865,151.2094,"sql,power bi,excel,oracle","geospatial,dashboard,recommendations,analytics","collaboration,data analysis,business intelligence,organisation,it,motivated,communication,management,planning,data management,analysis,flexible,reporting"
data mining consultant,31-01-2023,Westpac Group,4.0,,,Fulltime,Bachelors,False,,,,,,"sql,excel,powerpoint","recommendations,hypothesis,etl,data mining","training,project management,it,presenting,consulting,communication,management,planning,flexible"
data engineer biodiversity information,31-01-2023,NSW Government -Environment and Heritage Group,,117955.0,year,"Fulltime, Permanent",,False,,Sydney,New South Wales,-33.865,151.2094,"sql,powerbi,sql server",bioinformatics,"writing,organisation,management,planning,data management,analysis,flexible"
data analyst,31-01-2023,Bluefin Resources,,500.0,day,"Contract, Fixed term",,True,Fully,Sydney,New South Wales,-33.865,151.2094,"powerbi,excel","kpi,statistics","innovative,it,presenting,communication,management,confidence,stakeholder management,decision making,reporting"
data analyst  editing product  platform,03-02-2023,Canva,4.0,,,Fulltime,,True,Fully,Sydney,New South Wales,-33.865,151.2094,"python,sql,looker,snowflake,r,bigquery,cloud,tableau,redshift","graph,analytics","literacy,flexible,communication,confidence"
data analysttester,03-02-2023,NSW Government -Health System Support Group,,146800.0,year,Fulltime,Bachelors,False,,New South Wales,,,,"sql,excel,sql server","statistics,classification","negotiation,it,communication,administration,reporting"
program manager data analytics,07-02-2023,University of the Sunshine Coast,4.5,123385.0,year,Fulltime,,False,,Sippy Downs,Queensland,,,,"research,analytics","research,business acumen,project management,business intelligence,flexible,communication,management,planning,organisational,leadership,coordination"
data governance  data management,05-02-2023,EY,3.9,,,,,True,Hybrid,Sydney,New South Wales,-33.865,151.2094,sas,analytics,"it,training,data management,management"
data entry officer,03-02-2023,Talent International,4.4,,,Fulltime,,False,,Essendon,Victoria,,,,,"organisation,it,communication,management,attention to detail,data entry"
business data modeler,,Optus,3.7,,,Permanent,Masters,True,Hybrid,Sydney,New South Wales,-33.865,151.2094,"spark,oracle,hive",cleansing,"data management,management"
expressions of interest  technical product manager  data  analytics,02-02-2023,EY,3.9,90000.0,year,,Masters,False,,Perth,Western Australia,,,cloud,"research,blockchain,analytics,ai","research,training,it,consulting,communication,management,planning,leadership,reporting"
data and reporting officer research,31-01-2023,Bond University,4.2,89085.0,year,Fulltime,,False,,Robina,Queensland,,,,"research,dashboard,analytics","research,innovative,analytical,project management,business intelligence,communication,management,data management,reporting"
data engineer  apac,,ROLLER Software,,75000.0,year,Fulltime,,True,Fully,,,,,"python,sql,snowflake,azure,s3,scala,aws,pandas,bigquery,cloud,numpy,net,powerbi,tableau,redshift,sql server","machine learning,artificial intelligence,ai","business intelligence,it,writing,communication,management,coaching,flexible,energetic,reporting"
data engineer,03-02-2023,Charterhouse,3.8,110000.0,year,,,True,Hybrid,Melbourne City Centre,Victoria,,,"power bi,azure",analytics,"collaboration,training,management,analysis"
digital data analyst,31-01-2023,Aurec,4.0,,,Fulltime,,True,Fully,Sydney,New South Wales,-33.865,151.2094,"google analytics,tableau","dashboard,analytics,ab testing","organisation,it,management,stakeholder management,analysis,relationship building,flexible"
junior data scientist,01-02-2023,Precision Sourcing,4.9,,,"Fulltime, Permanent",,True,Hybrid,Sydney,New South Wales,-33.865,151.2094,"python,gcp,sql,azure,aws,vba","machine learning,artificial intelligence,analytics,ai","innovative,maths,data analysis,organisation,it,communication,planning,analysis"
data business analyst,03-02-2023,Ashdown Consulting,,800.0,day,"Contract, Fixed term",,True,Fully,Botany,New South Wales,,,"sql,power bi,excel","dashboard,cleansing","it,communication,management"
data governance technical specialist apac,02-02-2023,Informatica,,,,Fulltime,Masters,True,Hybrid,Sydney,New South Wales,-33.865,151.2094,cloud,analytics,"business acumen,business intelligence,communication,management,confidence,data management"
business analystfinancesqldata,04-02-2023,Carecone,,,,"Fulltime, Subcontract",Bachelors,False,,North Sydney,New South Wales,,,sql,,"analytical,communication,management,stakeholder management,planning,organisational,presentation,reporting"
